0711 16:03:43885 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 249
0711 16:04:03933 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 241
0711 16:04:03933 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 241
0711 16:04:03941 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 242
0711 16:04:03942 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 242
0711 16:04:03949 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 243
0711 16:04:03950 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 243
0711 16:04:03958 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 244
0711 16:04:03958 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 244
0711 16:04:03966 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 245
0711 16:04:03966 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 245
0711 16:04:03974 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 246
0711 16:04:03975 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 246
0711 16:04:03982 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 247
0711 16:04:03983 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 247
0711 16:04:03990 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 248
0711 16:04:03991 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 248
0711 16:04:03998 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 249
0711 16:04:03999 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 249
0711 16:04:04006 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 250
0711 16:04:04006 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 250
0711 16:04:04013 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 251
0711 16:04:04014 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 251
0711 16:04:04020 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 252
0711 16:04:04021 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 252
0711 16:04:04028 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 253
0711 16:04:04028 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 253
0711 16:04:04034 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 254
0711 16:04:04034 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 254
0711 16:04:05158 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 228
0711 16:04:05164 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 229
0711 16:04:05165 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 229
0711 16:04:05172 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 230
0711 16:04:05173 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 230
0711 16:04:05180 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 231
0711 16:04:05180 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 231
0711 16:04:05188 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 232
0711 16:04:05188 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 232
0711 16:04:05196 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 233
0711 16:04:05196 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 233
0711 16:04:05204 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 234
0711 16:04:05205 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 234
0711 16:04:05213 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 235
0711 16:04:05213 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 235
0711 16:04:05222 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 236
0711 16:04:05222 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 236
0711 16:04:05231 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 237
0711 16:04:05231 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 237
0711 16:04:05239 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 238
0711 16:04:05240 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 238
0711 16:04:05248 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 239
0711 16:04:05249 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 239
0711 16:04:05257 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 240
0711 16:04:05258 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 240
0711 16:04:05266 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 241
0711 16:04:05267 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 241
0711 16:04:05275 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 242
0711 16:04:05276 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 242
0711 16:04:05284 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 243
0711 16:04:05284 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 243
0711 16:04:05293 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 244
0711 16:04:05293 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 244
0711 16:04:05302 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 245
0711 16:04:05302 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 245
0711 16:04:05310 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 246
0711 16:04:05311 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 246
0711 16:04:05319 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 247
0711 16:04:05319 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 247
0711 16:04:05328 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 248
0711 16:04:05328 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 248
0711 16:04:05336 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 249
0711 16:04:05336 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 249
0711 16:04:05344 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 250
0711 16:04:05344 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 250
0711 16:04:05352 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 251
0711 16:04:05352 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 251
0711 16:04:05359 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 252
0711 16:04:05673 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 228
0711 16:04:05680 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 229
0711 16:04:05680 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 229
0711 16:04:05687 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 230
0711 16:04:05688 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 230
0711 16:04:05695 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 231
0711 16:04:05695 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 231
0711 16:04:05703 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 232
0711 16:04:05703 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 232
0711 16:04:05711 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 233
0711 16:04:05712 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 233
0711 16:04:05720 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 234
0711 16:04:05720 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 234
0711 16:04:05728 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 235
0711 16:04:05729 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 235
0711 16:04:05737 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 236
0711 16:04:05738 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 236
0711 16:04:05746 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 237
0711 16:04:05746 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 237
0711 16:04:05755 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 238
0711 16:04:05756 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 238
0711 16:04:05764 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 239
0711 16:04:05764 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 239
0711 16:04:05773 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 240
0711 16:04:05774 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 240
0711 16:04:05782 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 241
0711 16:04:05782 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 241
0711 16:04:05791 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 242
0711 16:04:05791 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 242
0711 16:04:05800 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 243
0711 16:04:05800 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 243
0711 16:04:05809 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 244
0711 16:04:05809 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 244
0711 16:04:05818 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 245
0711 16:04:05818 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 245
0711 16:04:05827 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 246
0711 16:04:05827 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 246
0711 16:04:05835 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 247
0711 16:04:05836 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 247
0711 16:04:05844 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 248
0711 16:04:05845 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 248
0711 16:04:05853 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 249
0711 16:04:05853 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 249
0711 16:04:05861 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 250
0711 16:04:05862 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 250
0711 16:04:05869 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 251
0711 16:04:05870 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 251
0711 16:04:05876 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 252
0711 16:04:06288 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 229
0711 16:04:06295 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 230
0711 16:04:06295 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 230
0711 16:04:06302 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 231
0711 16:04:06303 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 231
0711 16:04:06310 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 232
0711 16:04:06311 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 232
0711 16:04:06318 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 233
0711 16:04:06319 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 233
0711 16:04:06327 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 234
0711 16:04:06327 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 234
0711 16:04:06335 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 235
0711 16:04:06336 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 235
0711 16:04:06344 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 236
0711 16:04:06344 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 236
0711 16:04:06353 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 237
0711 16:04:06353 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 237
0711 16:04:06362 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 238
0711 16:04:06362 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 238
0711 16:04:06371 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 239
0711 16:04:06371 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 239
0711 16:04:06380 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 240
0711 16:04:06380 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 240
0711 16:04:06389 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 241
0711 16:04:06389 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 241
0711 16:04:06398 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 242
0711 16:04:06398 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 242
0711 16:04:06407 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 243
0711 16:04:06407 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 243
0711 16:04:06416 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 244
0711 16:04:06416 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 244
0711 16:04:06424 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 245
0711 16:04:06425 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 245
0711 16:04:06433 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 246
0711 16:04:06434 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 246
0711 16:04:06442 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 247
0711 16:04:06443 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 247
0711 16:04:06451 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 248
0711 16:04:06451 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 248
0711 16:04:06460 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 249
0711 16:04:06460 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 249
0711 16:04:06468 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 250
0711 16:04:06468 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 250
0711 16:04:06476 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 251
0711 16:04:06476 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 251
0711 16:04:06484 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 252
0711 16:04:06484 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 252
0711 16:04:06491 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 253
0711 16:04:06868 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 229
0711 16:04:06875 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 230
0711 16:04:06875 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 230
0711 16:04:06882 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 231
0711 16:04:06883 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 231
0711 16:04:06890 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 232
0711 16:04:06891 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 232
0711 16:04:06898 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 233
0711 16:04:06899 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 233
0711 16:04:06906 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 234
0711 16:04:06907 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 234
0711 16:04:06915 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 235
0711 16:04:06915 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 235
0711 16:04:06923 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 236
0711 16:04:06924 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 236
0711 16:04:06932 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 237
0711 16:04:06932 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 237
0711 16:04:06941 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 238
0711 16:04:06941 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 238
0711 16:04:06950 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 239
0711 16:04:06950 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 239
0711 16:04:06959 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 240
0711 16:04:06959 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 240
0711 16:04:06968 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 241
0711 16:04:06968 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 241
0711 16:04:06977 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 242
0711 16:04:06977 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 242
0711 16:04:06986 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 243
0711 16:04:06986 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 243
0711 16:04:06995 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 244
0711 16:04:06995 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 244
0711 16:04:07004 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 245
0711 16:04:07005 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 245
0711 16:04:07013 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 246
0711 16:04:07014 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 246
0711 16:04:07022 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 247
0711 16:04:07023 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 247
0711 16:04:07031 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 248
0711 16:04:07031 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 248
0711 16:04:07040 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 249
0711 16:04:07040 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 249
0711 16:04:07048 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 250
0711 16:04:07048 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 250
0711 16:04:07056 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 251
0711 16:04:07056 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 251
0711 16:04:07064 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 252
0711 16:04:07064 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 252
0711 16:04:07071 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 253
0711 16:04:07533 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 229
0711 16:04:07540 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 230
0711 16:04:07540 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 230
0711 16:04:07548 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 231
0711 16:04:07548 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 231
0711 16:04:07556 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 232
0711 16:04:07556 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 232
0711 16:04:07564 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 233
0711 16:04:07564 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 233
0711 16:04:07572 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 234
0711 16:04:07572 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 234
0711 16:04:07580 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 235
0711 16:04:07581 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 235
0711 16:04:07589 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 236
0711 16:04:07589 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 236
0711 16:04:07598 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 237
0711 16:04:07598 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 237
0711 16:04:07607 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 238
0711 16:04:07607 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 238
0711 16:04:07616 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 239
0711 16:04:07616 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 239
0711 16:04:07625 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 240
0711 16:04:07625 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 240
0711 16:04:07633 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 241
0711 16:04:07634 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 241
0711 16:04:07642 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 242
0711 16:04:07643 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 242
0711 16:04:07651 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 243
0711 16:04:07652 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 243
0711 16:04:07660 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 244
0711 16:04:07661 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 244
0711 16:04:07669 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 245
0711 16:04:07669 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 245
0711 16:04:07678 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 246
0711 16:04:07679 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 246
0711 16:04:07687 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 247
0711 16:04:07688 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 247
0711 16:04:07696 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 248
0711 16:04:07696 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 248
0711 16:04:07705 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 249
0711 16:04:07705 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 249
0711 16:04:07713 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 250
0711 16:04:07713 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 250
0711 16:04:07721 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 251
0711 16:04:07721 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 251
0711 16:04:07729 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 252
0711 16:04:07729 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 252
0711 16:04:07736 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 253
0711 16:04:08520 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 235
0711 16:04:08520 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 235
0711 16:04:08523 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 236
0711 16:04:08524 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 236
0711 16:04:08527 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 237
0711 16:04:08527 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 237
0711 16:04:08531 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 238
0711 16:04:08532 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 238
0711 16:04:08536 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 239
0711 16:04:08537 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 239
0711 16:04:08541 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 240
0711 16:04:08542 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 240
0711 16:04:08547 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 241
0711 16:04:08547 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 241
0711 16:04:08552 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 242
0711 16:04:08553 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 242
